"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"missing-csrf-618c5f27c0","MEDIUM","missing-csrf","Restaurant creation POST lacks CSRF validation","src/app/api/ops/restaurants/route.ts",".deepsec/findings/MEDIUM/nabatableLP-missing-csrf-618c5f27c0.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"open-redirect-00c5d26124","MEDIUM","open-redirect","Backslash-normalized next parameter bypasses local redirect check","src/app/(public)/bookings/recover/route.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-00c5d26124.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"open-redirect-082905ef85","MEDIUM","open-redirect","Double-slash /app paths can redirect to an attacker-controlled host","src/proxy.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-082905ef85.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-2acd5750db","MEDIUM","open-redirect","Root layout enables weak implicit-auth redirect validation","src/app/layout.tsx",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-2acd5750db.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"open-redirect-2cd434bb84","MEDIUM","open-redirect","Implicit auth handler allows login CSRF with backslash open redirect","src/app/app/auth/signin/layout.tsx",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-2cd434bb84.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"open-redirect-6e3920dd64","MEDIUM","open-redirect","redirectedFrom permits backslash-based external redirects","components/auth/ImplicitAuthHandler.tsx",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-6e3920dd64.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"open-redirect-6e5445d59d","MEDIUM","open-redirect","Implicit auth handler allows login CSRF with backslash open redirect","src/app/(public)/auth/signin/layout.tsx",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-6e5445d59d.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"open-redirect-aa83cea4e7","MEDIUM","open-redirect","OAuth return path is stored and replayed without origin validation","server/google-business-profile/service.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-aa83cea4e7.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-b3cbbe4bbd","MEDIUM","open-redirect","Callback redirects trust forwarded host and stored absolute return paths","src/app/api/ops/google-business-profile/callback/route.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-b3cbbe4bbd.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-ba4a77561e","MEDIUM","open-redirect","Request origin is built from unvalidated forwarded host headers","src/app/api/ops/google-business-profile/_origin.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-ba4a77561e.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-ca79f04dc8","MEDIUM","open-redirect","OAuth callback redirects using unvalidated request origin","src/app/api/ops/google-business-profile/callback/route.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-ca79f04dc8.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-d3889f4f38","MEDIUM","open-redirect","Implicit auth handler permits backslash-based external redirects","src/components/layouts/EnhancedAuthLayout.tsx",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-d3889f4f38.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-d3dc413699","MEDIUM","open-redirect","Callback redirects trust forwarded host headers","src/app/api/ops/restaurants/[id]/google-business/callback/route.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-d3dc413699.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"open-redirect-facad85bd8","MEDIUM","open-redirect","OAuth callback redirects trust forwarded host headers","src/app/api/ops/restaurants/[id]/google-business/callback/route.ts",".deepsec/findings/MEDIUM/nabatableLP-open-redirect-facad85bd8.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-auth-binding-spoof-acea4dcd3b","MEDIUM","other-auth-binding-spoof","Generic actor id is written as booking owner auth_user_id","server/booking/BookingValidationService.ts",".deepsec/findings/MEDIUM/nabatableLP-other-auth-binding-spoof-acea4dcd3b.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-booking-flow-abuse-5f2d4f8cc6","MEDIUM","other-booking-flow-abuse","Online party-size cap is only enforced client-side","reserve/features/reservations/wizard/ui/steps/plan-step/components/PartySizeField.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-booking-flow-abuse-5f2d4f8cc6.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-business-logic-abuse-28c178ceed","MEDIUM","other-business-logic-abuse","Unbounded booking duration bypasses operating-window limits","server/booking/BookingValidationService.ts",".deepsec/findings/MEDIUM/nabatableLP-other-business-logic-abuse-28c178ceed.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-business-rule-bypass-873889bf4d","MEDIUM","other-business-rule-bypass","Session-recovery guest mutations bypass self-service cutoff checks","src/app/api/bookings/[id]/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-business-rule-bypass-873889bf4d.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-ci-supply-chain-c2d8239147","MEDIUM","other-ci-supply-chain","GitHub Actions are referenced by mutable major tags",".github/workflows/shadcn-primitives.yml",".deepsec/findings/MEDIUM/nabatableLP-other-ci-supply-chain-c2d8239147.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-csrf-03026d4432","MEDIUM","other-csrf","Drink import POST omits CSRF protection","src/services/ops/drinks-menu.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-03026d4432.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-06f2ac6529","MEDIUM","other-csrf","Missing CSRF validation on booking check-out mutation","src/app/api/ops/bookings/[id]/check-out/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-06f2ac6529.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-0930dd5b33","MEDIUM","other-csrf","Sign-out endpoint mutates session cookies without CSRF validation","src/app/api/auth/signout/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-0930dd5b33.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-0e58923b89","MEDIUM","other-csrf","Food menu mutations rely on session cookies without server-side CSRF validation","src/components/features/menu/FoodMenuManagementPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-0e58923b89.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-0f163a57e8","MEDIUM","other-csrf","Hold-creating quote POST lacks CSRF validation","src/app/api/staff/auto/quote/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-0f163a57e8.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-1dd4653490","MEDIUM","other-csrf","State-changing OAuth initiation is exposed as GET","src/app/api/ops/restaurants/[id]/google-business-profile/connect/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-1dd4653490.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-21c6d31c97","MEDIUM","other-csrf","Drink import mutation lacks CSRF enforcement","src/services/ops/drinks-menu.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-21c6d31c97.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-261fd30419","MEDIUM","other-csrf","Deprecated status mutation lacks CSRF validation","src/app/api/ops/bookings/[id]/status/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-261fd30419.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-2834730044","MEDIUM","other-csrf","Restaurant logo upload does not validate CSRF tokens","src/app/api/ops/restaurants/[id]/logo/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-2834730044.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-36c08fd27d","MEDIUM","other-csrf","Cookie-authenticated menu item creation lacks CSRF validation","src/app/api/ops/restaurants/[id]/menu/items/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-36c08fd27d.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-39e10482a4","MEDIUM","other-csrf","FoodMenus review decision POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/import-review/[reviewId]/decision/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-39e10482a4.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-40cf5a06c0","MEDIUM","other-csrf","Menu import mutation lacks CSRF enforcement","src/services/ops/menu.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-40cf5a06c0.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-418cb15a20","MEDIUM","other-csrf","Location selection POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business/locations/select/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-418cb15a20.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-4487f2d103","MEDIUM","other-csrf","Table inventory mutations lack server-side CSRF enforcement","src/services/ops/tables.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-4487f2d103.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-499de0cc88","MEDIUM","other-csrf","Zone creation does not validate the CSRF token","src/app/api/ops/zones/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-499de0cc88.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-4b7f3ca327","MEDIUM","other-csrf","No CSRF validation on admin CSV import","src/app/api/ops/restaurants/[id]/drinks/import/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-4b7f3ca327.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-52656a3218","MEDIUM","other-csrf","State-changing import review POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/import-review/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-52656a3218.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-54134a55d6","MEDIUM","other-csrf","Email delivery retry POST bypasses the CSRF helper","src/services/ops/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-54134a55d6.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-60f0620f3e","MEDIUM","other-csrf","Undo no-show endpoint does not enforce CSRF","src/app/api/ops/bookings/[id]/undo-no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-60f0620f3e.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-66c04aee28","MEDIUM","other-csrf","State-changing restaurant ops requests lack server-side CSRF enforcement","src/services/ops/restaurants.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-66c04aee28.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-6ce12f9c78","MEDIUM","other-csrf","Mutating booking lifecycle endpoint does not enforce CSRF","src/app/api/ops/bookings/[id]/no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-6ce12f9c78.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-73f0a7fd21","MEDIUM","other-csrf","Drink CSV import apply path lacks CSRF protection at the API boundary","src/components/features/menu/DrinkImportDialog.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-73f0a7fd21.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-7a56e72455","MEDIUM","other-csrf","Cookie-authenticated drink item creation lacks CSRF validation","src/app/api/ops/restaurants/[id]/drinks/items/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-7a56e72455.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-7d224d78bd","MEDIUM","other-csrf","FoodMenus refresh mutation lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/import-review/refresh/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-7d224d78bd.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-81eaf54e4d","MEDIUM","other-csrf","Drink item create/update mutations are accepted without server-side CSRF checks","src/components/features/menu/DrinkMenuManagementPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-81eaf54e4d.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-8aec014365","MEDIUM","other-csrf","FoodMenus mutation endpoints rely on session cookies without server-side CSRF validation","src/components/features/restaurant-settings/dual-sync/FoodMenusImportReviewPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-8aec014365.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-8b4fa5f5cf","MEDIUM","other-csrf","Draft creation POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-8b4fa5f5cf.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-8bd0714045","MEDIUM","other-csrf","Email retry mutation is CSRFable and unthrottled","src/services/ops/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-8bd0714045.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-95fcc04b72","MEDIUM","other-csrf","Table and zone mutations do not enforce CSRF validation","src/app/app/(app)/settings/restaurant/tables/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-95fcc04b72.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-980ac89730","MEDIUM","other-csrf","Menu item update does not validate CSRF tokens","src/app/api/ops/restaurants/[id]/menu/items/[itemId]/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-980ac89730.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-9d51aa894e","MEDIUM","other-csrf","Profile avatar upload does not validate CSRF tokens","src/app/api/profile/image/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-9d51aa894e.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-a0cdea63c9","MEDIUM","other-csrf","Dual-sync mutation endpoints do not validate CSRF tokens server-side","src/components/features/restaurant-settings/dual-sync/DualSyncShell.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-a0cdea63c9.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-ae00efa4f2","MEDIUM","other-csrf","Missing CSRF validation on booking check-in mutation","src/app/api/ops/bookings/[id]/check-in/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-ae00efa4f2.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-b2e9b1e60b","MEDIUM","other-csrf","No CSRF validation on booking no-show mutation","src/app/api/ops/bookings/[id]/no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-b2e9b1e60b.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-b38414d482","MEDIUM","other-csrf","Drink create/update mutations rely on session cookies without server-side CSRF validation","src/components/features/menu/DrinkMenuManagementPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-b38414d482.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-b4efa508eb","MEDIUM","other-csrf","Manual Google Business sync POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business/sync/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-b4efa508eb.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-c00264cdc4","MEDIUM","other-csrf","No CSRF validation on undo no-show mutation","src/app/api/ops/bookings/[id]/undo-no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-c00264cdc4.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-c2b459475c","MEDIUM","other-csrf","Google FoodMenus publish does not validate CSRF tokens","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/publish/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-c2b459475c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-c53afb76d6","MEDIUM","other-csrf","Cookie-authenticated menu import mutation lacks CSRF validation","src/app/api/ops/restaurants/[id]/menu/import/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-c53afb76d6.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-c61de85d99","MEDIUM","other-csrf","Table assignment mutations rely on session cookies without server-side CSRF validation","src/components/features/dashboard/booking-details/components/TableAssignmentPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-c61de85d99.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-cb39c8767c","MEDIUM","other-csrf","Email retry action is backed by a cookie-authenticated POST without CSRF protection","src/components/features/email-delivery/components/OpsEmailDeliveryTable.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-cb39c8767c.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-cd2ce2a8a1","MEDIUM","other-csrf","Avatar upload calls a session-cookie mutation endpoint without server-side CSRF enforcement","hooks/useProfile.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-cd2ce2a8a1.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-d430a9a329","MEDIUM","other-csrf","Auto-assignment confirmation does not validate the CSRF token","src/app/api/staff/auto/confirm/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-d430a9a329.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-dd563d66c9","MEDIUM","other-csrf","Cookie-authenticated booking creation lacks CSRF validation","src/app/api/ops/bookings/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-dd563d66c9.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-dd9a909cd5","MEDIUM","other-csrf","Drink import apply flow relies on cookie auth without server-side CSRF enforcement","src/components/features/menu/DrinkImportDialog.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-dd9a909cd5.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-eca7b81ded","MEDIUM","other-csrf","Zone mutation endpoints do not validate CSRF tokens","src/app/api/ops/zones/[id]/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-eca7b81ded.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-ed271b4db7","MEDIUM","other-csrf","Cookie-authenticated preflight mutation lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/[draftId]/publish/preflight/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-ed271b4db7.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-f08c338abe","MEDIUM","other-csrf","Food menu mutations are exposed through cookie-authenticated endpoints without CSRF enforcement","src/components/features/menu/FoodMenuManagementPanel.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-f08c338abe.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-f11e52845c","MEDIUM","other-csrf","Missing CSRF validation on persistent session-cookie POST","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/projection/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-f11e52845c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-f5e089ee03","MEDIUM","other-csrf","Retry email mutation lacks CSRF protection","src/components/features/email-delivery/useOpsEmailDeliveryRetryState.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-f5e089ee03.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-csrf-f62fbea113","MEDIUM","other-csrf","Menu import POST omits CSRF protection","src/services/ops/menu.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-f62fbea113.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-f95c4382ac","MEDIUM","other-csrf","Cookie-authenticated draft update lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/drafts/[draftId]/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-f95c4382ac.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-fd095e53f3","MEDIUM","other-csrf","OAuth initiation POST lacks CSRF validation","src/app/api/ops/restaurants/[id]/google-business/connect/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-fd095e53f3.md","SEC-005","Missing CSRF on session-cookie mutations","Web/API owner","Sprint 2","csrf;needs-regression"
"other-csrf-fda1805195","MEDIUM","other-csrf","Team invitation mutations do not enforce CSRF validation","src/app/app/(app)/settings/restaurant/team/page.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csrf-fda1805195.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-csv-formula-injection-0b25548101","MEDIUM","other-csv-formula-injection","Customer export can include formula-injection payloads from guest data","server/ops/customers.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-0b25548101.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-11c104b3ab","MEDIUM","other-csv-formula-injection","CSV export does not neutralize spreadsheet formulas","lib/export/csv.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-11c104b3ab.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-26cba9b7a3","MEDIUM","other-csv-formula-injection","Guest-controlled customer names flow into customer CSV export","server/ops/customers.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-26cba9b7a3.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-529e1576de","MEDIUM","other-csv-formula-injection","Guest-controlled booking fields can reach CSV exports as spreadsheet formulas","server/ops/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-529e1576de.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-af8a1cb1d7","MEDIUM","other-csv-formula-injection","CSV exports do not neutralize spreadsheet formulas","lib/export/csv.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-af8a1cb1d7.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-d23404509e","MEDIUM","other-csv-formula-injection","Guest-controlled booking fields are exported to CSV without formula neutralization","src/app/api/ops/bookings/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-d23404509e.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-dc337255fc","MEDIUM","other-csv-formula-injection","Guest-controlled booking fields flow into CSV export without formula neutralization","server/ops/bookings.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-dc337255fc.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-e438e4a057","MEDIUM","other-csv-formula-injection","Guest-controlled booking fields are exported without spreadsheet formula neutralization","src/app/api/ops/bookings/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-e438e4a057.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-e4ac2b2956","MEDIUM","other-csv-formula-injection","Customer CSV export allows spreadsheet formula injection","src/components/features/customers/ExportCustomersButton.tsx",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-e4ac2b2956.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
"other-csv-formula-injection-e8f6f08ee0","MEDIUM","other-csv-formula-injection","Customer CSV export allows spreadsheet formula injection","src/app/api/ops/customers/export/route.ts",".deepsec/findings/MEDIUM/nabatableLP-other-csv-formula-injection-e8f6f08ee0.md","SEC-007","Stored/reflected XSS and output encoding","Frontend/platform owner","Sprint 2","xss;needs-regression"
